source	n_cells	median_P_NE	median_P_nonNE	median_P_ASCL1pos	median_P_ASCL1neg	median_withinNE_frac_ASCL1pos	wilcoxon_P_ASCL1neg_gt_pos	wilcoxon_P_NE_gt_nonNE
17	128	0.8261780538254506	0.17381760787917477	0.04736689782744111	0.7788111559980097	0.057332547356591476	4.756501242050056e-23	4.756501242050056e-23
