	ASCL1neg_corr	ASCL1neg_pval	ASCL1neg_qval	ASCL1neg_ci_low	ASCL1neg_ci_high	ASCL1pos_corr	ASCL1pos_pval	ASCL1pos_qval	ASCL1pos_ci_low	ASCL1pos_ci_high
EGLN1	0.1127179173366471	1.5944233622927127e-145	4.309252330520845e-145	0.10418258696029531	0.1212366452988113	-0.1127147465125955	1.6246000864176057e-145	4.390811044371907e-145	-0.12123348087543424	-0.1041794101905862
KLC1	0.11265613529568674	2.2973134079561614e-145	6.200575999881677e-145	0.10412068910231084	0.12117498794085466	-0.11265181164766307	2.356770213897315e-145	6.361053208899636e-145	-0.12117067301597055	-0.10411635735162345
STRN3	0.11158223242454564	1.2705462842952378e-142	3.4017303461719884e-142	0.10304478364916207	0.1201032418225509	-0.11157997227123222	1.2874619875437703e-142	3.4470200469712724e-142	-0.12010098618742956	-0.10304251930224884
BOLA3	0.11153533984554263	1.6716222099569596e-142	4.4576592265518925e-142	0.10299780408148469	0.1200564429668117	-0.11153190450640162	1.705551476257989e-142	4.548137270021304e-142	-0.12005301449232582	-0.10299436237107162
CENPM	0.11150094858899677	2.044037298502464e-142	5.443508118515217e-142	0.10296334905121325	0.12002212042331323	-0.11149996457307951	2.0558324617681926e-142	5.474920004708902e-142	-0.12002113837314045	-0.102962363210879
PLCD4	0.11144039097998872	2.9122737661072553e-142	7.745408952412913e-142	0.10290267919647667	0.11996168375769153	-0.11143763922638461	2.9594860238374287e-142	7.870973467652736e-142	-0.1199589374982864	-0.10289992234390614
DDT	0.11101967579734888	3.38817911531174e-141	8.987212507458196e-141	0.10248118595664234	0.11954180706804676	-0.1110186279208679	3.408910535554179e-141	9.04220301208005e-141	-0.11954076127619682	-0.10248013614607991
LAMTOR5	0.11093523075999143	5.538316819477931e-141	1.4651631797560666e-140	0.10239658511879966	0.11945752996383867	-0.11093174480618942	5.651763536427333e-141	1.4951755387373897e-140	-0.11945405093980213	-0.10239309273609283
SHCBP1	0.11045761345165886	8.856763363805502e-140	2.3307272010014478e-139	0.10191808893501456	0.11898086016606994	-0.11045775784248588	8.849360624194656e-140	2.3287791116301726e-139	-0.11898100427104409	-0.10191823359094161
PTRHD1	0.11008424672237922	7.667786009906523e-139	2.0099045897526927e-138	0.10154403791617216	0.11860823139603903	-0.11008266290561934	7.738190923548194e-139	2.028359350864533e-138	-0.11860665070457863	-0.1015424512018082
ZNF684	0.11000588223605119	1.2050394051833528e-138	3.150429817472818e-138	0.10146553011356717	0.11853002149225454	-0.1100041469663573	1.2171583854877796e-138	3.182113426111842e-138	-0.11852828964437347	-0.1014637916715427
CDC123	0.1099481146415188	1.6812710081325306e-138	4.3897415355940744e-138	0.10140765693933054	0.11847236778291641	-0.10994473760381557	1.7143149513451858e-138	4.476018149726334e-138	-0.1184689974010533	-0.10140427373132828
SCRN3	0.10980499740218069	3.8338291745357913e-138	9.970947137934437e-138	0.10126427837888427	0.11832953244266824	-0.10980368020156524	3.863006054958256e-138	1.0046829791829014e-137	-0.11832821783491428	-0.10126295877480916
ELP1	0.10862021713261337	3.3793073726273044e-135	8.732060394385799e-135	0.10007734841687649	0.11714707229515932	-0.10861850483391547	3.4124039794134803e-135	8.817581342153696e-135	-0.11714536333211215	-0.10007563302893965
GMCL1	0.10857121998020508	4.4660118190061024e-135	1.152519179098349e-134	0.10002826288645703	0.1170981705719091	-0.1085696931017172	4.504976311765989e-135	1.1625745320686423e-134	-0.11709664666657721	-0.10002673325454894
RBM4B	0.10845089110714728	8.852454248703003e-135	2.2815603733770626e-134	0.09990771714812889	0.11697807588155766	-0.10844671016952732	9.065299041201358e-135	2.336417278660144e-134	-0.11697390307634864	-0.09990352867983353
TNFAIP8L1	0.10824786869283844	2.80314320486328e-134	7.215297824615907e-134	0.09970432940089168	0.11677544802185007	-0.10824562202899495	2.8390913661721496e-134	7.3078284843555975e-134	-0.11677320572021083	-0.09970207869823587
MOB4	0.10823718445708036	2.978256663311465e-134	7.656186795145153e-134	0.09969362595893637	0.1167647845302165	-0.10823366345704202	3.038325338460734e-134	7.810604983189548e-134	-0.11676127036599336	-0.09969009862991068
PTP4A2	0.10816554546819808	4.470441743698225e-134	1.1477385734783632e-133	0.09962185824144089	0.11669328458220656	-0.10816081250744275	4.591976189249281e-134	1.1789412552629733e-133	-0.11668856080432773	-0.09961711677912484
LYSMD2	0.1077304214278917	5.237524850355619e-133	1.3412355570693006e-132	0.09918595423326851	0.11625900315548131	-0.10772793693903687	5.311484501129005e-133	1.3601752883813072e-132	-0.11625652346845233	-0.09918346530033732
TMEM41B	0.10738536132859143	3.6604401780382215e-132	9.349783341093796e-132	0.09884027793881146	0.11591460894334248	-0.107382939903637	3.7106416881486276e-132	9.478011974836852e-132	-0.11591219218393879	-0.09883785219705546
FBXL20	0.10687060998795173	6.576928195815154e-131	1.6756504957490837e-130	0.09832461120776917	0.1154008471435552	-0.1068671031952595	6.707307090551238e-131	1.708868048548086e-130	-0.11539734707655254	-0.09832109819463145
CCDC34	0.1067532883269505	1.2678813373439662e-130	3.2261611637251047e-130	0.09820708155401042	0.11528375037916616	-0.1067506208045831	1.2869335623851996e-130	3.2746401078503806e-130	-0.11528108796747769	-0.09820440930531944
PNPLA8	0.1065261725769523	4.508020926416141e-130	1.1456215823166813e-129	0.09797956384114215	0.11505706931890132	-0.10652123782806781	4.633856766256228e-130	1.1776001947283935e-129	-0.11505214400505097	-0.09797462036836427
PRKACA	0.10630816063481134	1.5194161638797658e-129	3.8514985142706354e-129	0.09776116688898084	0.11483947380643249	-0.10630611062166327	1.5368570117047272e-129	3.895708521431501e-129	-0.11483742770517685	-0.09775911325940757
OCIAD1	0.10629106997603377	1.671079811812208e-129	4.230581802056222e-129	0.09774404608282311	0.11482241575831409	-0.10628849151906444	1.6952376556909656e-129	4.291740900483457e-129	-0.11481984222085768	-0.09774146307797667
GBF1	0.10600122235781619	8.370067260144748e-129	2.1136533485214008e-128	0.09745368795303044	0.11453312043167783	-0.10599952688728217	8.449213282026064e-129	2.1336397176833495e-128	-0.11453142818752943	-0.09745198950052746
SDHAF2	0.10557249227589977	8.997974187551481e-128	2.266492238677955e-127	0.09702420541232941	0.11410520462233556	-0.10556861411603283	9.192952709854841e-128	2.315605216588121e-127	-0.11410133381367736	-0.09702032046048155
MCRIP1	0.10556707647956766	9.271421522920749e-128	2.3324330875272324e-127	0.09701878013116248	0.11409979909179253	-0.10556466774305984	9.395690612531177e-128	2.3636957515801703e-127	-0.11409739492094788	-0.0970163671763306
ATAD3A	0.10518177422391412	7.769194494325569e-127	1.9496096598056633e-126	0.09663280438862464	0.11371522589045858	-0.10518097328450257	7.803537653120978e-127	1.9582277674080245e-126	-0.11371442646389084	-0.09663200205189358
MRPS11	0.10482984738292733	5.3778267886442925e-126	1.344456697161073e-125	0.09628026464588253	0.1133639627175484	-0.10482829063772096	5.423968316179303e-126	1.3559920790448258e-125	-0.11336240890333238	-0.09627870519427605
MRTO4	0.1045352470205424	2.702389547585074e-125	6.739126053828114e-125	0.09598515286862376	0.11306991627580885	-0.10453342814022643	2.7294211459179493e-125	6.806536523486158e-125	-0.11306810081078862	-0.09598333083547049
G3BP1	0.1043484594030178	7.503241907943353e-125	1.8688024677318436e-124	0.09579804177363839	0.11288347909019757	-0.10434593939324756	7.607234350429887e-125	1.8947034496712046e-124	-0.11288096380410434	-0.09579551740386433
RPS19BP1	0.10412815843894396	2.4961863421068537e-124	6.201705197781002e-124	0.09557736007053104	0.1126635906599526	-0.10412553711083036	2.5321050734878848e-124	6.290944281957477e-124	-0.11266097423548418	-0.09557473421712098
FAM207A	0.10405473737729934	3.72396077838735e-124	9.240597464981018e-124	0.09550381230438401	0.11259030690026342	-0.10405387499143576	3.7414928468849407e-124	9.284101357034593e-124	-0.11258944612656335	-0.09550294843083502
ADIRF	0.1037684004831759	1.76738643246232e-123	4.374718892233465e-123	0.09521698216377879	0.11230450458672518	-0.10376378907167093	1.8122078693171682e-123	4.485663042864278e-123	-0.11229990177300227	-0.09521236282023347
DISC1FP1	0.10356239212378138	5.404309741346809e-123	1.3327520940436026e-122	0.0950106198108479	0.1120988799638728	-0.10354740842293828	5.8614775003545516e-123	1.445493834859322e-122	-0.11208392414499634	-0.09499561039150343
KRT8	0.10340805347306545	1.2466764905829255e-122	3.066854835382351e-122	0.0948560164345994	0.1119448283243214	-0.1034012075710166	1.2937276960800057e-122	3.182601958376398e-122	-0.11193799514354144	-0.09484915879984243
DOCK7	0.10323400980956851	3.1948376430132696e-122	7.840092375492687e-122	0.09468167474193984	0.11177110782355665	-0.10323276373034312	3.216416877505737e-122	7.893047552161318e-122	-0.11176986405615881	-0.09468042653084273
TM9SF2	0.10236701940955538	3.387133224029514e-120	8.23118644964645e-120	0.09381320753904336	0.11090571946973805	-0.10236231103017047	3.4736317587531867e-120	8.441389450190004e-120	-0.11090101975526144	-0.09380849117509965
PSMC5	0.10214592696030392	1.1054203076947266e-119	2.676562488364956e-119	0.09359174057129195	0.11068503348850467	-0.10214354108167568	1.1196046157044714e-119	2.710907059817122e-119	-0.11068265199160901	-0.09358935065573293
FIBP	0.1014195765332529	5.286298201828704e-118	1.2739051843432233e-117	0.09286416570528977	0.10996001249489948	-0.10141823780629536	5.323975139062895e-118	1.282885575677806e-117	-0.10995867620981233	-0.09286282473002012
POC1A	0.10129829584569057	1.005558115227169e-117	2.4172070077576177e-117	0.09274268146000207	0.10983895290095139	-0.10129944433474576	9.994574740838824e-118	2.4025420050093327e-117	-0.10984009929750967	-0.0927438318754887
PTGES2	0.10099603059640878	4.9762353662672385e-117	1.1933418144525752e-116	0.09243990999670694	0.10953723757580197	-0.10099389923315345	5.0325772971389386e-117	1.2068530688582587e-116	-0.10953511008463895	-0.09243777506960187
EEF1AKMT1	0.10086634870333373	9.867579424841814e-117	2.360664934172683e-116	0.09231001140593025	0.10940779113606364	-0.10086371702695127	1.0005527370617789e-116	2.393666835076026e-116	-0.10940516423481218	-0.0923073753350466
MTIF3	0.10024769092079593	2.55369410322117e-115	6.080224055288501e-115	0.09169032385845309	0.10879025261457831	-0.10024331237926255	2.612987682198747e-115	6.21400162235136e-115	-0.10878588197110088	-0.09168593805239386
SLC15A1	0.10001866347830375	8.472093062363448e-115	2.007604991081386e-114	0.09146091687743874	0.10856163785083861	-0.10001933008711876	8.442607100020569e-115	2.000617796213405e-114	-0.10856230325981932	-0.09146158458962306
DHTKD1	0.09999052676167454	9.815020237184797e-115	2.3230817129431474e-114	0.09143273359600092	0.10853355177072001	-0.09998996788076987	9.843743105939477e-115	2.3298800250744324e-114	-0.10853299389547255	-0.09143217379031615
YEATS4	0.09956498641817321	9.03818183961036e-114	2.1341633623637213e-113	0.09100649067686338	0.10810877559199643	-0.09956261760671399	9.150325818803396e-114	2.1606436408036356e-113	-0.108106411025603	-0.09100411796322548
HVCN1	0.09950492575657505	1.2354576914066577e-113	2.9138153099213624e-113	0.09094633110643742	0.10804882253320379	-0.09950357401365127	1.244176720118768e-113	2.9343790568838867e-113	-0.10804747321130534	-0.09094497713816123
MCM4	0.0994355634568902	1.7721221071250653e-113	4.17461038192006e-113	0.09087685465757032	0.1079795844235213	-0.09943200353348378	1.8052247587291677e-113	4.252590715498628e-113	-0.10797603087175761	-0.09087328887786383
AL445250.1	0.09891423903640004	2.644919438597931e-112	6.216026882721342e-112	0.09035467496239619	0.10745919075782197	-0.09890456890132998	2.7805330566257317e-112	6.534742788779628e-112	-0.10744953784324938	-0.09034498900714964
KCTD13	0.09866257498662906	9.70178812782747e-112	2.266772927062493e-111	0.09010259972181876	0.10720797434472883	-0.0986597761469596	9.842849369354405e-112	2.2997311610641132e-111	-0.10720518047724092	-0.09009979631532587
SAP30	0.09843986277891746	3.055843728685464e-111	7.123178854744671e-111	0.08987952454209693	0.1069856573667718	-0.09843764970853694	3.090841403290217e-111	7.204758515828013e-111	-0.1069834482194645	-0.08987730786920729
RBM4	0.09820902864378503	1.0008459589827266e-110	2.3248454331770652e-110	0.08964831510445406	0.10675523197289016	-0.09820616556082282	1.0156639945714085e-110	2.3592659571925868e-110	-0.10675237395386554	-0.08964544737233121
ARID3A	0.09817748513837843	1.1767339733010126e-110	2.730241237357338e-110	0.08961672038558297	0.10672374425071894	-0.09817532215088558	1.1898680008772955e-110	2.760714619204862e-110	-0.10672158508774175	-0.089614553886934
TTC7A	0.09798155451337509	3.2128784844705303e-110	7.428620773342266e-110	0.08942047203704716	0.10652815973606784	-0.09797777527192204	3.2756657051197556e-110	7.573793537849146e-110	-0.10652438716412208	-0.08941668667366398
PPP1R8	0.09794464711340914	3.8811866406348503e-110	8.963479539572403e-110	0.08938350486198628	0.10649131745879158	-0.09794261650136392	3.921742197593226e-110	9.057141333933548e-110	-0.10648929042905723	-0.0893814709618535
EID2B	0.09791962788838025	4.411449345421802e-110	1.0176353737997236e-109	0.08935844512932312	0.1064663423665557	-0.0979177110836123	4.4549381699774234e-110	1.0276673979186674e-109	-0.10646442894250077	-0.08935652522157965
DGCR6L	0.09772071630798351	1.2196564428821487e-109	2.8070343909830813e-109	0.08915921188473139	0.10626778127358313	-0.09771993975368305	1.2245032716392778e-109	2.818189347846439e-109	-0.10626700608625593	-0.08915843407599086
MAP1S	0.09767936600640163	1.5063817913712565e-109	3.458970818303689e-109	0.08911779480070404	0.10622650374673578	-0.09767654863219156	1.5282041099328064e-109	3.5090794717171217e-109	-0.10622369132991	-0.0891149728773956
EMC8	0.09742016946797682	5.647036286624483e-109	1.2937081985394004e-108	0.08885818032362418	0.1059677627118987	-0.09741801661936168	5.709271093235862e-109	1.3079658861937828e-108	-0.10596561364178306	-0.08885602400854295
DCAF17	0.09725510557563677	1.307602518481881e-108	2.9922254427502995e-108	0.08869285088211326	0.10580298829422509	-0.09725344350187322	1.3186949700340205e-108	3.0176086270801386e-108	-0.1058013291328745	-0.08869118613686121
PLIN2	0.09721400174211874	1.6113249106657097e-108	3.683028367235908e-108	0.08865168099551675	0.10576195647202677	-0.097213373279178	1.6164776362958354e-108	3.6948060258190525e-108	-0.10576132910988749	-0.08865105152287511
ZMYND11	0.09695794769366929	5.906875790316473e-108	1.3486017786110669e-107	0.08839521613184811	0.10550635035863751	-0.09695745790361748	5.9215521397334654e-108	1.3519525433181428e-107	-0.10550586142433072	-0.08839472555706102
TSEN54	0.0968667575304376	9.373764501041704e-108	2.137688597729009e-107	0.08830387993652244	0.10541531944860055	-0.09686512700809452	9.451447417359428e-108	2.1554042000819677e-107	-0.10541369177247459	-0.08830224680436824
USP48	0.09614339516759694	3.5974284249243985e-106	8.175973693009996e-106	0.08757936428117696	0.10469321527961097	-0.09614165252225206	3.629056368269533e-106	8.247855382430757e-106	-0.10469147565448345	-0.08757761886838603
EXOC6B	0.09611323339113448	4.1858113666045285e-106	9.502409458807102e-106	0.08754915461306702	0.10466310576980939	-0.09610997019037129	4.2549644370370654e-106	9.659397132887776e-106	-0.10465984822283342	-0.08754588623185369
TMEM189	0.09596278568786178	8.904605482098506e-106	2.019184916575625e-105	0.08739846826029424	0.10451291853988244	-0.09596121686817244	8.974917775716078e-106	2.0351287473279086e-105	-0.10451135243426991	-0.0873968969541103
GEMIN2	0.09569262100198067	3.4435382066379848e-105	7.799633537118879e-105	0.08712787600619668	0.10424322061700904	-0.09569119613570552	3.468153895452742e-105	7.85538821167099e-105	-0.1042417982091389	-0.08712644888824901
NAT14	0.0956661161908256	3.931338663052154e-105	8.894431364371388e-105	0.08710132931605558	0.10421676153042621	-0.09566279718653509	3.997091309465658e-105	9.043193007840857e-105	-0.10421344825103783	-0.0870980050684219
PSMC3	0.09562215989061794	4.8969213675499724e-105	1.1053998572347568e-104	0.08705730358941188	0.10417288103441201	-0.09561963952787829	4.95896243392809e-105	1.119404612624851e-104	-0.10417036501711789	-0.08705477924691908
ARPC5L	0.09555993942743486	6.6813085644254955e-105	1.506495730422885e-104	0.08699498490979772	0.10411076781570484	-0.09555810490393554	6.742775905665681e-105	1.5203553338592293e-104	-0.10410893645321583	-0.08699314749147825
GDF11	0.09509999831222185	6.600287273875392e-104	1.4832106233427846e-103	0.08653431984617968	0.10365161739554195	-0.09509632888521691	6.721696761948945e-104	1.5104936543705494e-103	-0.10364795426207556	-0.08653064465821586
HMMR	0.09476374534656026	3.496790723087086e-103	7.840337944141448e-103	0.08619753993534435	0.10331594018347667	-0.09476606204778967	3.456922719802648e-103	7.75094780224809e-103	-0.10331825292456846	-0.08619986026040036
TGDS	0.09476315195023473	3.5070760486024374e-103	7.854593613891237e-103	0.08619694561083235	0.10331534780147988	-0.09476082376202169	3.547722881990622e-103	7.945627955186163e-103	-0.10331302359292317	-0.08619461378094209
SLC41A3	0.09448406958071956	1.3929874310136481e-102	3.1058805596736857e-102	0.08591742737830861	0.10303674181216045	-0.09448155721766172	1.4103645009285406e-102	3.1446254201305252e-102	-0.10303423373149082	-0.08591491109763745
BNIP1	0.09448153412242309	1.4105252412054394e-102	3.1414816062481945e-102	0.08591488796638615	0.10303421067561812	-0.09447858300879267	1.4312157862941712e-102	3.187562998427998e-102	-0.10303126459209759	-0.08591193225112446
RAD21	0.0941129934505752	8.661795334741368e-102	1.924843407720304e-101	0.08554577380052386	0.10266629701269882	-0.09411198169301085	8.704974846251808e-102	1.9344388547226238e-101	-0.10266528697324583	-0.08554476047177888
GNA15	0.09392706036696172	2.1581704409245583e-101	4.7853003124713044e-101	0.08535955227498188	0.10248067937425961	-0.09392493321020721	2.180805819101887e-101	4.835489621068485e-101	-0.10247855582289116	-0.08535742182178722
ARIH2	0.09352718694526622	1.5277614216116857e-100	3.3837462272684066e-100	0.08495906054910549	0.10208148234059694	-0.09352456201065129	1.54747229486645e-100	3.42740264643732e-100	-0.10207886183697074	-0.08495643156483257
SNU13	0.09349373302507868	1.7988608153499468e-100	3.975383017347949e-100	0.08492555502629964	0.10204808488300438	-0.09348964870482492	1.835088254232351e-100	4.0554436557621014e-100	-0.10204400745483173	-0.0849214644073157
PALB2	0.09246182365632608	2.6949654028632927e-98	5.929516837983043e-98	0.08389206345613162	0.10101790767085213	-0.09246031869264722	2.714614219981489e-98	5.972748558815157e-98	-0.1010164052199968	-0.08389055619839242
ZNF764	0.09165971800676839	1.272423651573065e-96	2.7873464437526067e-96	0.08308874069244944	0.1002171357568696	-0.09165774599494307	1.2844855651756058e-96	2.8137690365292567e-96	-0.10021516701043023	-0.08308676570202232
PIGK	0.09164381923332196	1.3729794702838921e-96	3.0043314448225208e-96	0.08307281790680661	0.10020126330774287	-0.09164317017049332	1.37724896288186e-96	3.0136738793913783e-96	-0.10020061531950442	-0.08307216786377997
RRP15	0.09141341238332328	4.127787100819453e-96	8.993000219650225e-96	0.08284206356056927	0.0999712374638647	-0.09140961805206373	4.203195590623387e-96	9.157288868460537e-96	-0.09996744939934327	-0.08283826351444744
RASGEF1B	0.0912199715288671	1.037831340757743e-95	2.256155088603789e-95	0.0826483316711978	0.09977811578130463	-0.09121849320261129	1.0451617152872604e-95	2.2720906854070876e-95	-0.09977663989176234	-0.08264685112327048
CAND2	0.09102834006688997	2.5819021259573933e-95	5.6067364298749036e-95	0.08245641253534997	0.09958679987000588	-0.09102681518814924	2.600674508457299e-95	5.647501647029965e-95	-0.09958527749967488	-0.08245488537003708
NDUFB2	0.09093239557081725	4.071871023446577e-95	8.832692024829886e-95	0.08236032424788682	0.09949101312358347	-0.09092843216313719	4.149183886607683e-95	9.000398886350722e-95	-0.09948705622903206	-0.08235635490370127
CHEK2	0.09065361080760673	1.5257802166444764e-94	3.306132647116959e-94	0.08208112257610176	0.09921268583154293	-0.09065289670476909	1.5309436174768288e-94	3.317320947945458e-94	-0.09921197289879094	-0.08208040740708702
NPAS1	0.09044158414158086	4.1553896329263337e-94	8.994349854818904e-94	0.08186877973570643	0.09900100619354253	-0.09044092839760115	4.1682701447110536e-94	9.022229750456826e-94	-0.09900035152162968	-0.08186812301508793
FAM126A	0.09016232157601717	1.5492839742543902e-93	3.3425759962338514e-93	0.08158910192117803	0.09872219952017214	-0.09015492437040624	1.6041508002058507e-93	3.460951025255341e-93	-0.09871481437212493	-0.08158169373466125
MVB12A	0.08948571886148175	3.6928847266210445e-92	7.924645336096662e-92	0.08091149873184071	0.09804669577769232	-0.08948453567801586	3.713341567196719e-92	7.968544135615277e-92	-0.09804551450910273	-0.08091031380577407
SNRNP27	0.08944323350575403	4.502910678358628e-92	9.642207020039889e-92	0.08086895081857806	0.09800427916558263	-0.08943965255664812	4.5787911936413985e-92	9.804692063471945e-92	-0.09800070400922596	-0.08086536459813386
LRRC24	0.08941371129977863	5.16793617782397e-92	1.105440893652186e-91	0.08083938516105074	0.09797480470982702	-0.0894113987819571	5.223990525826935e-92	1.1174311285191304e-91	-0.09797249593171614	-0.0808370692402425
LIMK1	0.08925549670957832	1.0803914067450865e-91	2.3036064109703337e-91	0.08068093796360531	0.09781684576536206	-0.08925376913830937	1.089118045946326e-91	2.3222133175827848e-91	-0.09781512098315041	-0.08067920785485118
TPRKB	0.08883704769564181	7.548184402865215e-91	1.6059966814606842e-90	0.0802618758342722	0.09739907080909685	-0.08883545224432937	7.60420404904197e-91	1.6179157551153129e-90	-0.09739747792203939	-0.08026027805109057
ATAT1	0.08859126887069031	2.354210775226854e-90	4.998324363538969e-90	0.08001573830501921	0.09715368648979388	-0.08858860654274407	2.3833557470583815e-90	5.060203284625014e-90	-0.09715102842951673	-0.08001307209723783
AIP	0.08855223889608564	2.8194579535376336e-90	5.973427867664478e-90	0.07997665146395826	0.09711471906738375	-0.08854932518890009	2.8576633460247866e-90	6.054371495815226e-90	-0.09711181002885813	-0.07997373351257536
SLC25A5	0.0884904359601151	3.750697038757288e-90	7.937983150809076e-90	0.07991475853539508	0.09705301512746943	-0.08848982104741299	3.7613587455941493e-90	7.960547609723068e-90	-0.0970524011994049	-0.07991414272763751
POM121C	0.08837102744140521	6.506355904667286e-90	1.3755509312192994e-89	0.07979517633065564	0.09693379769110182	-0.08836926632160352	6.559392645873209e-90	1.3867637729118836e-89	-0.0969320393876766	-0.07979341265105883
MRPL27	0.0883173999900198	8.330470041179892e-90	1.7574831310506102e-89	0.07974147095561765	0.09688025597657825	-0.08831592344590121	8.38733081532341e-90	1.7694790749627448e-89	-0.09687878179238281	-0.07973999226670309
NOP10	0.08830006669858034	9.022912646257808e-90	1.9015622015295697e-89	0.07972411248859379	0.09686295038613209	-0.08829760367726319	9.12585889779354e-90	1.9232579342030643e-89	-0.09686049130064299	-0.07972164589030536
CCND1	0.08815731465731505	1.7405065169681818e-89	3.664224246248804e-89	0.07958115330620931	0.09672042628543523	-0.08815187347359744	1.7846048313660286e-89	3.75706280287585e-89	-0.09671499378302742	-0.07957570423401238
RNF24	0.08735731663632014	6.776607313547831e-88	1.41326534172009e-87	0.07878000097197402	0.09592169916974604	-0.08735435587313198	6.868639934889235e-88	1.4324587976828436e-87	-0.09591874308964689	-0.07877703595729302
B3GNT2	0.08725431417955203	1.083187579699968e-87	2.254292569614918e-87	0.07867685069854494	0.09581885954490844	-0.08725026236187822	1.1033449453235484e-87	2.2962433825672186e-87	-0.09581481412883255	-0.07867279306994725
BAG5	0.08667493660880428	1.4993371409618025e-86	3.1042176831507298e-86	0.07809664509727346	0.09524039447934583	-0.0866725643231236	1.5155005784264086e-86	3.137682356990494e-86	-0.09523802591806409	-0.07809426943313255
NPPC	0.08659876800943522	2.115212393782751e-86	4.370273540873453e-86	0.07802036807202281	0.09516434541336632	-0.08659399612290691	2.161288433506991e-86	4.465471970055766e-86	-0.09515958101215713	-0.07801558939606462
COMMD9	0.08608265547591872	2.1603999347637088e-85	4.4452673554808823e-85	0.07750352349896567	0.09464904019483142	-0.0860808908080386	2.1775803838023383e-85	4.480618073667363e-85	-0.09464727827941025	-0.07750175633604017
SEC24D	0.08576036719015533	9.154097026197828e-85	1.8796913811494513e-84	0.07718078042728957	0.09432725371141183	-0.08575734822150256	9.278510929294382e-85	1.9052383838386822e-84	-0.0943242394348258	-0.0771777572070245
PAK3	0.08558668405723265	1.9886756376972754e-84	4.070983905214484e-84	0.07700685295303768	0.09415384026056936	-0.08557190661571555	2.1242247826252253e-84	4.344017960378784e-84	-0.09413908574035186	-0.07699205474638893
TMSB15A	0.08557697414090602	2.076734198309601e-84	4.246900201042129e-84	0.07699712939199564	0.09414414540572458	-0.08557564244166514	2.0891107382731928e-84	4.276582882851981e-84	-0.09414281577201473	-0.07699579582153146
AC012146.1	0.08508046222116063	1.890996660896748e-83	3.8591768589729546e-83	0.07649992193171858	0.0936484014817894	-0.08507741022323413	1.9167700506786212e-83	3.9117756136298395e-83	-0.09364535419150087	-0.07649686567158598
ZKSCAN7	0.08496883092722714	3.1016578834712105e-83	6.3170221659291454e-83	0.07638813484626318	0.09353694227216262	-0.08496734293356052	3.1221698111994362e-83	6.358797986149565e-83	-0.09353545657085001	-0.07638664477742428
SS18L1	0.08437274748139674	4.3080519166193665e-82	8.747313536282978e-82	0.07579122316353404	0.09294177407867528	-0.08437176602830349	4.326688611795156e-82	8.785154541716053e-82	-0.09294079412749802	-0.07579024035181817
ASH2L	0.08423925457223334	7.745830715191473e-82	1.5711624168745381e-81	0.07565754561363111	0.09280848530104756	-0.08423701371723975	7.822425742660508e-82	1.5866989336025373e-81	-0.09280624787005069	-0.07565530166183107
CBLL1	0.08389280758329047	3.535049504499134e-81	7.14873509504375e-81	0.07531062087557208	0.09246256665090198	-0.08389094531042013	3.56395468091194e-81	7.20718843460453e-81	-0.09246070721244655	-0.07530875604024834
NEK6	0.08388400663265587	3.673743486776814e-81	7.421704013690533e-81	0.07530180781551894	0.09245377909495618	-0.08388530460696889	3.6529526245253966e-81	7.379702271768478e-81	-0.09245507509388903	-0.07530310757565863
CACNB1	0.08380559738489059	5.175263148989792e-81	1.0444527041351751e-80	0.0752232907419548	0.09237548912394956	-0.08380424159090123	5.2060045501257305e-81	1.0506568214179073e-80	-0.09237413539147267	-0.07522193308445847
CDC23	0.08356897795027261	1.4527462172633317e-80	2.9259742543068112e-80	0.07498634656128361	0.09213922899430213	-0.08356738273871087	1.462875614910426e-80	2.9463758608467797e-80	-0.09213763620178345	-0.07498474916367806
SCAND1	0.0835419278987563	1.6343768235979737e-80	3.288484554523086e-80	0.07495925944691463	0.09211221995663967	-0.08354090931982082	1.641641818011015e-80	3.303102249519145e-80	-0.09211120292184849	-0.07495823947261221
MED23	0.08348584938047394	2.086246353242927e-80	4.189249705307082e-80	0.07490310413253132	0.09205622642560739	-0.0834839398284451	2.103653586887681e-80	4.2242039897343e-80	-0.0920543197665591	-0.07490119196644611
MRPL55	0.0830300778088177	1.5076551480826437e-79	3.0213530021696267e-79	0.07444671042863027	0.09160114356750064	-0.08302928520765167	1.512835070169556e-79	3.0317336075542207e-79	-0.09160035216091078	-0.07444591674868851
ZNF850	0.08299180029755172	1.7791890664015703e-79	3.5619400728760164e-79	0.07440838083189096	0.09156292373417492	-0.08299045847776133	1.789545122176877e-79	3.582672917271025e-79	-0.09156158393582907	-0.07440703718670219
NDUFA9	0.0828714547602419	2.9931051860267417e-79	5.986210372053483e-79	0.07428787170164984	0.09144275937337346	-0.08286908166719552	3.023939930049518e-79	6.047879860099036e-79	-0.0914403898504361	-0.07428549538523571
DRG1	0.0828626244829926	3.109454198270578e-79	6.212695700840316e-79	0.07427902943074532	0.0914339423800055	-0.08286046763838768	3.138551784783202e-79	6.270832736829575e-79	-0.09143178877985868	-0.07427686965682813
LCP1	0.08280477804554272	3.991512523799888e-79	7.967090865868039e-79	0.07422110445720392	0.09137618293095778	-0.08280234473900921	4.033647078275905e-79	8.051191773005799e-79	-0.09137375328232158	-0.07421866784832441
